Landmarks,1973,v1.0,(mm),,,,,
#,Name,Type,X,Y,Z,NX,NY,NZ
205,Vomer_Palatine_LEFT_1.9.26,normal,-6.35E+00,3.94E+00,-1.36E+01,2.69E-01,-2.20E-01,-9.38E-01
206,Vomer_Palatine_LEFT_1.9.27,normal,-6.22E+00,3.95E+00,-1.36E+01,1.98E-01,-4.55E-01,-8.68E-01
207,Vomer_Palatine_LEFT_1.9.28,normal,-6.10E+00,3.93E+00,-1.36E+01,2.29E-01,-5.99E-01,-7.68E-01
208,Vomer_Palatine_LEFT_1.9.29,normal,-6.00E+00,3.91E+00,-1.36E+01,-1.61E-01,-4.95E-01,-8.54E-01
209,Vomer_Palatine_LEFT_1.9.30,normal,-5.89E+00,3.90E+00,-1.36E+01,3.76E-01,6.22E-01,-6.87E-01
210,Vomer_Palatine_LEFT_1.9.31,normal,-5.80E+00,3.87E+00,-1.35E+01,4.78E-01,8.39E-01,-2.59E-01
211,Vomer_Palatine_LEFT_1.9.32,normal,-5.72E+00,3.83E+00,-1.35E+01,4.73E-01,8.07E-01,-3.54E-01
212,Vomer_Palatine_LEFT_1.9.33,normal,-5.64E+00,3.79E+00,-1.35E+01,5.29E-01,7.53E-01,-3.91E-01
213,Vomer_Palatine_LEFT_1.9.34,normal,-5.55E+00,3.76E+00,-1.35E+01,3.77E-01,3.87E-01,-8.42E-01
214,Vomer_Palatine_LEFT_1.9.35,normal,-5.48E+00,3.73E+00,-1.35E+01,5.47E-01,-1.22E-01,-8.28E-01
215,Vomer_Palatine_LEFT_1.9.36,normal,-5.41E+00,3.71E+00,-1.34E+01,3.20E-01,-3.78E-02,-9.47E-01
216,Vomer_Palatine_LEFT_1.9.37,normal,-5.33E+00,3.69E+00,-1.34E+01,3.28E-01,-4.79E-02,-9.44E-01
217,Vomer_Palatine_RIGHT_1.10.01,normal,-4.68E+00,1.64E+00,-1.38E+01,4.41E-01,-5.50E-01,-7.09E-01
218,Vomer_Palatine_RIGHT_1.10.02,normal,-4.80E+00,1.70E+00,-1.38E+01,-1.10E-01,4.35E-01,-8.94E-01
219,Vomer_Palatine_RIGHT_1.10.03,normal,-4.91E+00,1.75E+00,-1.38E+01,-4.91E-02,4.02E-01,-9.14E-01
220,Vomer_Palatine_RIGHT_1.10.04,normal,-5.03E+00,1.80E+00,-1.37E+01,-1.85E-01,4.50E-01,-8.74E-01
221,Vomer_Palatine_RIGHT_1.10.05,normal,-5.19E+00,1.87E+00,-1.37E+01,-2.27E-01,1.90E-01,-9.55E-01
222,Vomer_Palatine_RIGHT_1.10.06,normal,-5.37E+00,1.92E+00,-1.37E+01,-5.42E-01,-3.05E-01,-7.83E-01
223,Vomer_Palatine_RIGHT_1.10.07,normal,-5.52E+00,1.96E+00,-1.36E+01,-3.47E-01,-3.31E-01,-8.78E-01
224,Vomer_Palatine_RIGHT_1.10.08,normal,-5.68E+00,1.95E+00,-1.36E+01,1.46E-01,-4.48E-01,-8.82E-01
225,Vomer_Palatine_RIGHT_1.10.09,normal,-5.84E+00,1.93E+00,-1.36E+01,-1.85E-01,-3.88E-01,-9.03E-01
226,Vomer_Palatine_RIGHT_1.10.10,normal,-5.99E+00,1.92E+00,-1.35E+01,-2.11E-01,-2.29E-01,-9.50E-01
227,Vomer_Palatine_RIGHT_1.10.11,normal,-6.09E+00,1.91E+00,-1.35E+01,-5.58E-01,4.91E-01,-6.70E-01
228,Vomer_Palatine_RIGHT_1.10.12,normal,-6.18E+00,1.89E+00,-1.35E+01,7.98E-01,-5.02E-01,-3.35E-01
229,Vomer_Palatine_RIGHT_1.10.13,normal,-6.27E+00,1.86E+00,-1.35E+01,3.78E-02,3.18E-02,-9.99E-01
230,Vomer_Palatine_RIGHT_1.10.14,normal,-6.40E+00,1.75E+00,-1.36E+01,3.26E-02,2.86E-01,-9.58E-01
231,Vomer_Palatine_RIGHT_1.10.15,normal,-6.52E+00,1.63E+00,-1.36E+01,3.47E-01,2.67E-02,-9.37E-01
232,Vomer_Palatine_RIGHT_1.10.16,normal,-6.64E+00,1.51E+00,-1.36E+01,-2.01E-01,-2.76E-01,-9.40E-01
233,Vomer_Palatine_RIGHT_1.10.17,normal,-6.75E+00,1.40E+00,-1.38E+01,8.82E-01,-8.74E-02,-4.64E-01
234,Vomer_Palatine_RIGHT_1.10.18,normal,-6.79E+00,1.35E+00,-1.40E+01,8.35E-01,5.46E-01,5.80E-02
235,Vomer_Palatine_RIGHT_1.10.19,normal,-6.76E+00,1.38E+00,-1.42E+01,3.33E-01,9.37E-01,-1.01E-01
236,Vomer_Palatine_RIGHT_1.10.20,normal,-6.70E+00,1.30E+00,-1.42E+01,8.26E-01,5.30E-01,1.93E-01
237,Vomer_Palatine_RIGHT_1.10.21,normal,-6.59E+00,1.30E+00,-1.42E+01,1.72E-01,8.28E-01,-5.33E-01
238,Vomer_Palatine_RIGHT_1.10.22,normal,-6.48E+00,1.28E+00,-1.42E+01,1.92E-01,9.51E-01,-2.42E-01
239,Vomer_Palatine_RIGHT_1.10.23,normal,-6.38E+00,1.26E+00,-1.42E+01,1.83E-01,9.79E-01,-9.32E-02
240,Vomer_Palatine_RIGHT_1.10.24,normal,-6.28E+00,1.26E+00,-1.42E+01,-8.64E-02,9.41E-01,-3.28E-01
241,Vomer_Palatine_RIGHT_1.10.25,normal,-6.18E+00,1.28E+00,-1.42E+01,-1.29E-01,9.12E-01,-3.89E-01
242,Vomer_Palatine_RIGHT_1.10.26,normal,-6.06E+00,1.29E+00,-1.42E+01,-4.29E-02,8.00E-01,-5.99E-01
243,Vomer_Palatine_RIGHT_1.10.27,normal,-5.94E+00,1.32E+00,-1.42E+01,4.08E-01,4.50E-01,-7.94E-01
244,Vomer_Palatine_RIGHT_1.10.28,normal,-5.83E+00,1.34E+00,-1.41E+01,2.98E-01,2.67E-01,-9.16E-01
245,Palatine_LEFT_1.11.01,normal,-6.03E+00,2.80E+00,-1.38E+01,1.84E-01,6.18E-01,-7.65E-01
246,Palatine_LEFT_1.11.02,normal,-6.10E+00,2.80E+00,-1.37E+01,-6.62E-01,4.32E-01,-6.13E-01
247,Palatine_LEFT_1.11.03,normal,-6.19E+00,2.83E+00,-1.36E+01,-2.13E-01,8.71E-01,-4.43E-01
248,Palatine_LEFT_1.11.04,normal,-6.32E+00,2.87E+00,-1.35E+01,-4.89E-02,9.90E-01,-1.31E-01
249,Palatine_LEFT_1.11.05,normal,-6.42E+00,2.87E+00,-1.35E+01,1.92E-01,8.62E-01,-4.69E-01
250,Palatine_LEFT_1.11.06,normal,-6.50E+00,2.84E+00,-1.35E+01,5.44E-01,6.69E-01,-5.07E-01
251,Palatine_LEFT_1.11.07,normal,-6.58E+00,2.83E+00,-1.35E+01,3.02E-01,5.73E-01,-7.62E-01
252,Palatine_LEFT_1.11.08,normal,-6.69E+00,2.82E+00,-1.36E+01,2.53E-01,4.72E-01,-8.44E-01
253,Palatine_LEFT_1.11.09,normal,-6.79E+00,2.81E+00,-1.36E+01,4.50E-01,-4.58E-01,-7.67E-01
254,Palatine_LEFT_1.11.10,normal,-6.89E+00,2.82E+00,-1.36E+01,2.52E-01,4.25E-01,-8.69E-01
255,Palatine_LEFT_1.11.11,normal,-6.96E+00,2.84E+00,-1.37E+01,3.15E-01,3.95E-01,-8.63E-01
256,Palatine_LEFT_1.11.12,normal,-7.03E+00,2.87E+00,-1.37E+01,5.69E-01,-8.18E-03,-8.22E-01
257,Palatine_LEFT_1.11.13,normal,-7.10E+00,2.89E+00,-1.37E+01,2.55E-02,-5.52E-02,-9.98E-01
258,Palatine_LEFT_1.11.14,normal,-7.25E+00,2.87E+00,-1.37E+01,4.56E-01,-1.68E-01,-8.74E-01
259,Palatine_LEFT_1.11.15,normal,-7.40E+00,2.84E+00,-1.38E+01,3.32E-01,2.42E-01,-9.12E-01
260,Palatine_LEFT_1.11.16,normal,-7.55E+00,2.81E+00,-1.39E+01,5.71E-01,2.90E-01,-7.68E-01
261,Palatine_LEFT_1.11.17,normal,-7.62E+00,2.82E+00,-1.39E+01,3.24E-01,2.07E-01,-9.23E-01
262,Palatine_LEFT_1.11.18,normal,-7.70E+00,2.83E+00,-1.39E+01,3.30E-01,2.61E-01,-9.07E-01
263,Palatine_LEFT_1.11.19,normal,-7.77E+00,2.83E+00,-1.40E+01,1.86E-01,4.34E-01,-8.82E-01
264,Palatine_LEFT_1.11.20,normal,-7.87E+00,2.82E+00,-1.40E+01,2.37E-01,7.43E-01,-6.26E-01
265,Palatine_LEFT_1.11.21,normal,-7.97E+00,2.81E+00,-1.40E+01,-4.06E-01,5.32E-01,-7.43E-01
266,Palatine_LEFT_1.11.22,normal,-8.06E+00,2.79E+00,-1.41E+01,1.43E-01,7.26E-01,-6.73E-01
267,Palatine_RIGHT_1.12.01,normal,-5.98E+00,2.50E+00,-1.38E+01,4.60E-01,-4.88E-01,-7.42E-01
268,Palatine_RIGHT_1.12.02,normal,-6.02E+00,2.42E+00,-1.37E+01,3.26E-01,-8.93E-01,-3.11E-01
269,Palatine_RIGHT_1.12.03,normal,-6.08E+00,2.36E+00,-1.36E+01,3.15E-01,-4.06E-01,-8.58E-01
270,Palatine_RIGHT_1.12.04,normal,-6.14E+00,2.28E+00,-1.36E+01,1.42E-01,-4.75E-01,-8.68E-01
271,Palatine_RIGHT_1.12.05,normal,-6.19E+00,2.22E+00,-1.36E+01,3.94E-01,-2.82E-01,-8.75E-01
272,Palatine_RIGHT_1.12.06,normal,-6.25E+00,2.18E+00,-1.36E+01,5.54E-01,-4.88E-01,-6.75E-01
273,Palatine_RIGHT_1.12.07,normal,-6.31E+00,2.16E+00,-1.36E+01,1.16E-01,-1.76E-01,-9.78E-01
274,Palatine_RIGHT_1.12.08,normal,-6.39E+00,2.14E+00,-1.36E+01,6.93E-02,-4.36E-01,-8.97E-01
275,Palatine_RIGHT_1.12.09,normal,-6.46E+00,2.12E+00,-1.36E+01,4.16E-02,-3.28E-01,-9.44E-01
276,Palatine_RIGHT_1.12.10,normal,-6.54E+00,2.11E+00,-1.36E+01,-1.97E-03,-2.68E-01,-9.64E-01
277,Palatine_RIGHT_1.12.11,normal,-6.67E+00,2.07E+00,-1.36E+01,3.64E-02,-1.48E-01,-9.88E-01
278,Palatine_RIGHT_1.12.12,normal,-6.79E+00,2.02E+00,-1.36E+01,-6.17E-02,4.96E-02,-9.97E-01
279,Palatine_RIGHT_1.12.13,normal,-6.91E+00,2.00E+00,-1.37E+01,-4.37E-01,1.98E-01,-8.77E-01
280,Palatine_RIGHT_1.12.14,normal,-6.99E+00,2.00E+00,-1.37E+01,-4.72E-01,2.93E-01,-8.32E-01
281,Palatine_RIGHT_1.12.15,normal,-7.07E+00,2.01E+00,-1.37E+01,1.55E-01,-5.74E-02,-9.86E-01
282,Palatine_RIGHT_1.12.16,normal,-7.15E+00,2.03E+00,-1.38E+01,3.28E-01,-1.85E-01,-9.26E-01
283,Palatine_RIGHT_1.12.17,normal,-7.34E+00,2.10E+00,-1.38E+01,2.67E-01,-1.52E-01,-9.52E-01
284,Palatine_RIGHT_1.12.18,normal,-7.52E+00,2.19E+00,-1.39E+01,-6.68E-02,-9.43E-03,-9.98E-01
285,Palatine_RIGHT_1.12.19,normal,-7.64E+00,2.19E+00,-1.41E+01,-4.30E-02,-5.71E-01,-8.20E-01
286,Palatine_RIGHT_1.12.20,normal,-7.76E+00,2.24E+00,-1.41E+01,-1.57E-01,-7.78E-01,-6.08E-01
287,Palatine_RIGHT_1.12.21,normal,-7.88E+00,2.30E+00,-1.40E+01,-8.28E-02,-6.56E-01,-7.50E-01
288,Palatine_RIGHT_1.12.22,normal,-7.97E+00,2.35E+00,-1.39E+01,-6.44E-02,-6.81E-01,-7.29E-01
289,Palatine_LEFT_2.13.01,normal,-8.31E+00,2.80E+00,-1.40E+01,-4.41E-01,-8.96E-01,5.49E-02
290,Palatine_LEFT_2.13.02,normal,-8.39E+00,2.93E+00,-1.40E+01,-7.70E-01,1.38E-01,6.23E-01
291,Palatine_LEFT_2.13.03,normal,-8.54E+00,3.01E+00,-1.39E+01,-7.71E-02,2.18E-01,-9.73E-01
292,Palatine_LEFT_2.13.04,normal,-8.65E+00,3.11E+00,-1.39E+01,-4.09E-01,3.15E-01,-8.56E-01
293,Palatine_LEFT_2.13.05,normal,-8.71E+00,3.17E+00,-1.38E+01,-1.56E-01,1.32E-01,-9.79E-01
294,Palatine_LEFT_2.13.06,normal,-8.77E+00,3.21E+00,-1.38E+01,-3.06E-01,8.98E-01,-3.15E-01
295,Palatine_LEFT_2.13.07,normal,-8.83E+00,3.26E+00,-1.37E+01,1.55E-01,-8.39E-01,-5.22E-01
296,Palatine_LEFT_2.13.08,normal,-8.96E+00,3.31E+00,-1.36E+01,3.13E-01,-8.42E-01,4.39E-01
297,Palatine_LEFT_2.13.09,normal,-9.12E+00,3.34E+00,-1.35E+01,-8.58E-01,-3.81E-02,-5.13E-01
298,Palatine_LEFT_2.13.10,normal,-9.25E+00,3.43E+00,-1.34E+01,-1.43E-01,-6.94E-01,-7.05E-01
299,Palatine_LEFT_2.13.11,normal,-9.40E+00,3.49E+00,-1.34E+01,3.38E-01,-6.05E-01,-7.21E-01
300,Palatine_LEFT_2.13.12,normal,-9.45E+00,3.43E+00,-1.35E+01,1.68E-01,-9.78E-01,-1.21E-01
301,Palatine_LEFT_2.13.13,normal,-9.57E+00,3.45E+00,-1.36E+01,3.20E-01,-7.65E-01,-5.59E-01
302,Palatine_LEFT_2.13.14,normal,-9.77E+00,3.48E+00,-1.38E+01,4.02E-01,-6.51E-01,-6.44E-01
303,Palatine_LEFT_2.13.15,normal,-9.97E+00,3.52E+00,-1.40E+01,4.12E-01,-2.24E-01,-8.83E-01
304,Palatine_LEFT_2.13.16,normal,-1.02E+01,3.51E+00,-1.41E+01,-2.35E-01,-8.66E-01,-4.41E-01
305,Palatine_LEFT_2.13.17,normal,-1.04E+01,3.50E+00,-1.42E+01,2.15E-01,-8.72E-01,-4.40E-01
306,Palatine_LEFT_2.13.18,normal,-1.06E+01,3.58E+00,-1.41E+01,-9.47E-02,-7.30E-01,-6.77E-01
307,Palatine_LEFT_2.13.19,normal,-1.08E+01,3.62E+00,-1.41E+01,-4.81E-02,3.13E-01,-9.48E-01
308,Palatine_RIGHT_2.14.01,normal,-8.18E+00,2.34E+00,-1.39E+01,-1.74E-01,-4.47E-01,-8.78E-01
309,Palatine_RIGHT_2.14.02,normal,-8.39E+00,2.31E+00,-1.39E+01,-8.99E-01,3.47E-01,-2.66E-01
310,Palatine_RIGHT_2.14.03,normal,-8.59E+00,2.30E+00,-1.38E+01,-3.59E-01,9.33E-01,-2.75E-02
311,Palatine_RIGHT_2.14.04,normal,-8.79E+00,2.27E+00,-1.38E+01,1.63E-01,6.50E-01,-7.42E-01
312,Palatine_RIGHT_2.14.05,normal,-8.99E+00,2.30E+00,-1.38E+01,1.72E-01,9.85E-01,-2.44E-02
313,Palatine_RIGHT_2.14.06,normal,-9.18E+00,2.27E+00,-1.38E+01,-4.60E-01,1.74E-01,-8.71E-01
314,Palatine_RIGHT_2.14.07,normal,-9.38E+00,2.26E+00,-1.38E+01,7.25E-02,1.02E-01,-9.92E-01
315,Palatine_RIGHT_2.14.08,normal,-9.51E+00,2.27E+00,-1.38E+01,1.23E-01,1.57E-01,-9.80E-01
316,Palatine_RIGHT_2.14.09,normal,-9.63E+00,2.27E+00,-1.38E+01,-1.10E-01,2.44E-01,-9.64E-01
317,Palatine_RIGHT_2.14.10,normal,-9.75E+00,2.28E+00,-1.38E+01,-5.05E-02,1.97E-01,-9.79E-01
318,Palatine_RIGHT_2.14.11,normal,-9.85E+00,2.27E+00,-1.38E+01,-2.77E-01,-2.88E-01,-9.17E-01
319,Palatine_RIGHT_2.14.12,normal,-9.94E+00,2.27E+00,-1.38E+01,-1.03E-01,-4.39E-01,-8.93E-01
320,Palatine_RIGHT_2.14.13,normal,-1.00E+01,2.26E+00,-1.38E+01,-1.92E-01,-4.80E-01,-8.56E-01
321,Palatine_RIGHT_2.14.14,normal,-1.02E+01,2.24E+00,-1.38E+01,1.81E-01,2.37E-01,-9.55E-01
322,Palatine_RIGHT_2.14.15,normal,-1.03E+01,2.26E+00,-1.37E+01,6.60E-02,-1.21E-01,-9.90E-01
323,Palatine_RIGHT_2.14.16,normal,-1.04E+01,2.29E+00,-1.37E+01,-4.29E-01,-1.44E-01,-8.92E-01
324,Palatine_RIGHT_2.14.17,normal,-1.05E+01,2.32E+00,-1.36E+01,-9.42E-02,-6.06E-01,-7.90E-01
325,Palatine_RIGHT_2.14.18,normal,-1.07E+01,2.34E+00,-1.37E+01,4.48E-01,-1.41E-01,-8.83E-01
326,Palatine_RIGHT_2.14.19,normal,-1.08E+01,2.37E+00,-1.37E+01,-7.88E-01,4.06E-01,-4.63E-01
327,Orbit_LEFT_1.15.01,normal,-6.37E+00,4.25E+00,-1.23E+01,-8.39E-01,-1.25E-01,5.30E-01
328,Orbit_LEFT_1.15.02,normal,-6.44E+00,4.17E+00,-1.23E+01,-7.88E-01,4.88E-01,3.74E-01
329,Orbit_LEFT_1.15.03,normal,-6.52E+00,4.08E+00,-1.23E+01,-6.66E-01,6.18E-01,-4.18E-01
330,Orbit_LEFT_1.15.04,normal,-6.58E+00,3.99E+00,-1.23E+01,-9.79E-01,1.65E-01,-1.22E-01
331,Orbit_LEFT_1.15.05,normal,-6.63E+00,3.94E+00,-1.23E+01,-9.65E-01,2.60E-01,-4.07E-02
332,Orbit_LEFT_1.15.06,normal,-6.67E+00,3.89E+00,-1.22E+01,-6.89E-01,6.86E-01,-2.33E-01
333,Orbit_LEFT_1.15.07,normal,-6.72E+00,3.84E+00,-1.22E+01,-8.95E-01,3.91E-01,2.16E-01
334,Orbit_LEFT_1.15.08,normal,-6.82E+00,3.71E+00,-1.22E+01,-6.68E-01,5.17E-01,-5.36E-01
335,Orbit_LEFT_1.15.09,normal,-6.90E+00,3.58E+00,-1.22E+01,-7.03E-01,3.84E-01,-5.99E-01
336,Orbit_LEFT_1.15.10,normal,-6.98E+00,3.45E+00,-1.23E+01,-8.19E-01,3.44E-01,-4.59E-01
337,Orbit_LEFT_1.15.11,normal,-7.09E+00,3.27E+00,-1.22E+01,-7.28E-01,4.23E-01,-5.40E-01
338,Orbit_LEFT_1.15.12,normal,-7.25E+00,3.13E+00,-1.22E+01,-6.17E-01,7.43E-01,-2.61E-01
339,Orbit_LEFT_1.15.13,normal,-7.41E+00,3.01E+00,-1.22E+01,-1.70E-02,3.61E-01,9.33E-01
340,Orbit_LEFT_1.15.14,normal,-7.66E+00,2.88E+00,-1.21E+01,-3.11E-01,5.79E-01,7.53E-01
341,Orbit_LEFT_1.15.15,normal,-7.92E+00,2.78E+00,-1.21E+01,1.37E-01,-1.45E-01,9.80E-01
342,Orbit_LEFT_1.15.16,normal,-8.19E+00,2.70E+00,-1.20E+01,1.35E-01,-4.29E-01,8.93E-01
343,Orbit_RIGHT_1.16.01,normal,-6.37E+00,4.79E-01,-1.32E+01,4.61E-01,-7.18E-01,5.21E-01
344,Orbit_RIGHT_1.16.02,normal,-6.48E+00,5.33E-01,-1.31E+01,-3.27E-01,-9.30E-01,1.67E-01
345,Orbit_RIGHT_1.16.03,normal,-6.56E+00,5.42E-01,-1.30E+01,4.15E-01,-8.62E-01,2.91E-01
346,Orbit_RIGHT_1.16.04,normal,-6.67E+00,5.87E-01,-1.29E+01,3.04E-01,-5.94E-01,7.45E-01
347,Orbit_RIGHT_1.16.05,normal,-6.75E+00,6.25E-01,-1.28E+01,7.98E-01,8.39E-02,5.97E-01
348,Orbit_RIGHT_1.16.06,normal,-6.85E+00,6.92E-01,-1.27E+01,4.99E-01,4.29E-01,7.53E-01
349,Orbit_RIGHT_1.16.07,normal,-6.97E+00,7.52E-01,-1.27E+01,3.84E-01,2.29E-01,8.95E-01
350,Orbit_RIGHT_1.16.08,normal,-7.06E+00,7.98E-01,-1.27E+01,2.50E-01,-1.01E-01,9.63E-01
351,Orbit_RIGHT_1.16.09,normal,-7.16E+00,8.46E-01,-1.26E+01,4.44E-01,1.02E-01,8.90E-01
352,Orbit_RIGHT_1.16.10,normal,-7.25E+00,8.85E-01,-1.26E+01,4.13E-01,1.40E-01,9.00E-01
353,Orbit_RIGHT_1.16.11,normal,-7.39E+00,9.13E-01,-1.25E+01,3.83E-01,3.00E-01,8.74E-01
354,Orbit_RIGHT_1.16.12,normal,-7.52E+00,9.32E-01,-1.25E+01,3.91E-01,-1.58E-01,9.07E-01
355,Orbit_RIGHT_1.16.13,normal,-7.66E+00,9.54E-01,-1.24E+01,2.89E-01,-2.14E-01,9.33E-01
356,Orbit_RIGHT_1.16.14,normal,-7.84E+00,9.98E-01,-1.23E+01,4.11E-01,1.48E-01,9.00E-01
357,Orbit_RIGHT_1.16.15,normal,-8.01E+00,1.07E+00,-1.23E+01,3.69E-01,5.60E-01,7.42E-01
358,Orbit_RIGHT_1.16.16,normal,-8.20E+00,1.09E+00,-1.23E+01,2.11E-01,6.83E-01,7.00E-01
359,Premaxilla_LEFT_1.17.01,normal,-2.24E+00,2.80E+00,-1.26E+01,-8.03E-01,-7.33E-02,-5.91E-01
360,Premaxilla_LEFT_1.17.02,normal,-2.41E+00,2.75E+00,-1.25E+01,-3.29E-02,-1.07E-01,-9.94E-01
361,Premaxilla_LEFT_1.17.03,normal,-2.61E+00,2.76E+00,-1.25E+01,-3.30E-01,9.01E-01,2.83E-01
362,Premaxilla_LEFT_1.17.04,normal,-2.77E+00,2.66E+00,-1.26E+01,-6.08E-01,3.05E-01,7.34E-01
363,Premaxilla_LEFT_1.17.05,normal,-2.85E+00,2.59E+00,-1.26E+01,-2.02E-01,7.01E-01,6.84E-01
364,Premaxilla_LEFT_1.17.06,normal,-2.94E+00,2.54E+00,-1.26E+01,-2.24E-01,7.17E-01,6.60E-01
365,Premaxilla_LEFT_1.17.07,normal,-3.04E+00,2.50E+00,-1.26E+01,-1.83E-01,5.72E-01,8.00E-01
366,Premaxilla_LEFT_1.17.08,normal,-3.16E+00,2.49E+00,-1.26E+01,-1.75E-01,7.86E-01,5.93E-01
367,Premaxilla_LEFT_1.17.09,normal,-3.27E+00,2.50E+00,-1.26E+01,7.55E-01,6.32E-01,1.78E-01
368,Premaxilla_LEFT_1.17.10,normal,-3.38E+00,2.50E+00,-1.27E+01,-1.90E-01,9.81E-01,2.75E-02
369,Premaxilla_LEFT_1.17.11,normal,-3.50E+00,2.48E+00,-1.27E+01,-1.94E-02,4.16E-01,9.09E-01
370,Premaxilla_LEFT_1.17.12,normal,-3.62E+00,2.50E+00,-1.27E+01,1.55E-01,9.75E-02,9.83E-01
371,Premaxilla_LEFT_1.17.13,normal,-3.75E+00,2.50E+00,-1.27E+01,-1.47E-01,2.31E-03,9.89E-01
372,Premaxilla_LEFT_1.17.14,normal,-3.81E+00,2.50E+00,-1.27E+01,-1.35E-01,6.00E-03,9.91E-01
373,Premaxilla_LEFT_1.17.15,normal,-3.87E+00,2.51E+00,-1.27E+01,-1.46E-01,3.05E-03,9.89E-01
374,Premaxilla_LEFT_1.17.16,normal,-3.93E+00,2.52E+00,-1.28E+01,-1.46E-01,1.88E-03,9.89E-01
375,Premaxilla_LEFT_1.17.17,normal,-4.13E+00,2.60E+00,-1.28E+01,-1.92E-01,3.04E-01,9.33E-01
376,Premaxilla_LEFT_1.17.18,normal,-4.32E+00,2.68E+00,-1.28E+01,1.71E-01,1.31E-01,9.77E-01
377,Premaxilla_LEFT_1.17.19,normal,-4.51E+00,2.76E+00,-1.28E+01,-4.75E-02,4.27E-01,9.03E-01
378,Premaxilla_LEFT_2.18.01,normal,-2.24E+00,2.87E+00,-1.26E+01,-4.93E-01,-4.80E-02,8.69E-01
379,Premaxilla_LEFT_2.18.02,normal,-2.33E+00,2.91E+00,-1.28E+01,-9.45E-01,-1.19E-01,3.06E-01
380,Premaxilla_LEFT_2.18.03,normal,-2.43E+00,2.94E+00,-1.28E+01,-5.76E-01,-6.08E-02,8.15E-01
381,Premaxilla_LEFT_2.18.04,normal,-2.56E+00,2.97E+00,-1.29E+01,-3.00E-01,-2.43E-01,9.22E-01
382,Premaxilla_LEFT_2.18.05,normal,-2.72E+00,3.00E+00,-1.30E+01,-1.44E-01,2.52E-01,9.57E-01
383,Premaxilla_LEFT_2.18.06,normal,-2.90E+00,3.00E+00,-1.30E+01,-6.97E-02,-4.39E-01,8.96E-01
384,Premaxilla_LEFT_2.18.07,normal,-3.06E+00,3.05E+00,-1.30E+01,-7.68E-02,-6.83E-01,7.27E-01
385,Premaxilla_LEFT_2.18.08,normal,-3.24E+00,3.16E+00,-1.31E+01,5.55E-02,-8.84E-01,4.65E-01
386,Premaxilla_LEFT_2.18.09,normal,-3.45E+00,3.19E+00,-1.30E+01,-7.85E-01,-6.01E-01,1.51E-01
387,Premaxilla_LEFT_2.18.10,normal,-3.66E+00,3.22E+00,-1.30E+01,-5.15E-02,-4.44E-01,8.94E-01
388,Premaxilla_LEFT_2.18.11,normal,-3.75E+00,3.21E+00,-1.29E+01,6.92E-01,-5.90E-01,4.16E-01
389,Premaxilla_LEFT_2.18.12,normal,-3.85E+00,3.22E+00,-1.29E+01,1.88E-02,-6.06E-01,7.95E-01
390,Premaxilla_LEFT_2.18.13,normal,-3.95E+00,3.21E+00,-1.29E+01,-4.17E-04,-6.98E-01,7.17E-01
391,Premaxilla_LEFT_2.18.14,normal,-4.04E+00,3.21E+00,-1.29E+01,-4.17E-01,-8.93E-01,-1.69E-01
392,Premaxilla_LEFT_2.18.15,normal,-4.13E+00,3.19E+00,-1.29E+01,4.10E-01,-8.40E-01,-3.57E-01
393,Premaxilla_LEFT_2.18.16,normal,-4.22E+00,3.17E+00,-1.29E+01,-1.71E-01,-8.45E-01,5.07E-01
394,Premaxilla_LEFT_2.18.17,normal,-4.27E+00,3.15E+00,-1.32E+01,-5.13E-02,3.52E-02,9.98E-01
395,Premaxilla_LEFT_2.18.18,normal,-4.36E+00,3.09E+00,-1.32E+01,6.29E-02,-1.76E-01,9.82E-01
396,Premaxilla_LEFT_2.18.19,normal,-4.36E+00,2.95E+00,-1.29E+01,-1.57E-01,-1.07E-01,9.82E-01
397,Premaxilla_LEFT_2.18.20,normal,-4.42E+00,2.91E+00,-1.28E+01,4.57E-01,3.00E-01,8.37E-01
398,Premaxilla_LEFT_2.18.21,normal,-4.50E+00,2.86E+00,-1.28E+01,-2.34E-01,-1.97E-01,9.52E-01
399,Premaxilla_LEFT_2.18.22,normal,-4.59E+00,2.82E+00,-1.28E+01,-1.10E-01,4.97E-02,9.93E-01
400,Premaxilla_RIGHT_1.19.01,normal,-2.20E+00,2.20E+00,-1.26E+01,3.61E-01,-8.68E-01,3.40E-01
401,Premaxilla_RIGHT_1.19.02,normal,-2.33E+00,2.25E+00,-1.26E+01,7.66E-02,-9.78E-01,-1.92E-01
402,Premaxilla_RIGHT_1.19.03,normal,-2.46E+00,2.24E+00,-1.25E+01,2.80E-01,-9.34E-01,2.22E-01
403,Premaxilla_RIGHT_1.19.04,normal,-2.59E+00,2.24E+00,-1.25E+01,-3.38E-01,-6.65E-01,6.66E-01
404,Premaxilla_RIGHT_1.19.05,normal,-2.68E+00,2.24E+00,-1.25E+01,-1.00E-01,-2.87E-01,9.53E-01
405,Premaxilla_RIGHT_1.19.06,normal,-2.75E+00,2.21E+00,-1.26E+01,-7.25E-02,-9.70E-01,2.33E-01
406,Premaxilla_RIGHT_1.19.07,normal,-2.83E+00,2.19E+00,-1.26E+01,8.70E-02,-8.41E-01,5.34E-01
407,Premaxilla_RIGHT_1.19.08,normal,-2.99E+00,2.15E+00,-1.26E+01,1.25E-01,-9.49E-01,2.88E-01
